id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9967697,Hostel in Singapore · ★4.48 · 1 bedroom · 5 beds · 5 baths,45368183,Beary Best Hostel,Central Region,Outram,1.2836,103.84435,Hotel room,26,1,24,2020-01-23,0.26,8,265,0,S0246
9981003,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,51287592,Crystal,North-East Region,Serangoon,1.34411,103.88114,Entire home/apt,250,92,0,,,1,0,0,
9986864,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,51312096,Christian,Central Region,Marine Parade,1.2983,103.89036,Private room,150,92,2,2016-01-11,0.02,1,364,0,
10001615,Hostel in Singapore · ★4.65 · 1 bedroom · 4 beds · 7 shared baths,50960671,Justin,Central Region,Singapore River,1.28819,103.84821,Shared room,56,92,44,2020-03-17,0.47,9,365,0,
10020525,Hostel in Singapore · ★4.13 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.3114,103.86077,Hotel room,24,92,15,2020-01-26,0.16,15,365,0,
10020690,Hostel in Singapore · ★4.21 · 1 bedroom · 2 beds · 8 baths,46545593,Meadows,Central Region,Kallang,1.31117,103.86066,Hotel room,47,92,24,2018-08-04,0.26,15,365,0,
10021140,Hostel in Singapore · ★4.0 · 1 bedroom · 16 beds · 8 shared baths,46545593,Meadows,Central Region,Kallang,1.31155,103.86083,Shared room,47,92,7,2017-02-02,0.08,15,365,0,
10021610,Hostel in Singapore · ★4.18 · 1 bedroom · 16 beds · 6 shared baths,46545593,Meadows,Central Region,Kallang,1.31134,103.86073,Shared room,24,92,33,2019-04-18,0.35,15,365,0,
10023519,Hostel in Singapore · ★4.18 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,24,92,28,2020-02-04,0.30,15,365,0,
10027442,Hostel in Singapore · ★4.27 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.31129,103.86064,Hotel room,24,92,30,2020-02-12,0.32,15,365,0,
10030323,Hostel in Singapore · ★4.09 · 1 bedroom · 16 beds · 6 shared baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Shared room,24,92,67,2019-09-22,0.72,15,365,0,
10032227,Rental unit in Singapore · ★3.50 · 1 bedroom · 1 bed · 1 bath,51503267,Gloria,Central Region,Singapore River,1.29301,103.8416,Entire home/apt,100,92,3,2016-01-21,0.03,2,275,0,
10040456,Hostel in Singapore · ★4.0 · 1 bedroom · 16 beds · 6 shared baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Shared room,24,92,7,2020-02-02,0.08,15,365,0,
10040969,Hostel in Singapore · ★4.12 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,47,92,59,2020-02-10,0.63,15,365,0,
10041012,Hostel in Singapore · ★4.21 · 1 bedroom · 16 beds · 6 baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,42,92,34,2020-02-04,0.36,15,365,0,
10126030,Rental unit in Singapore · ★4.0 · 1 bedroom · 4 beds · Shared half-bath,43228625,Gfourstation,North-East Region,Serangoon,1.35594,103.86836,Shared room,130,92,6,2020-02-16,0.08,14,265,0,
10210475,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,28809566,Property,North Region,Sembawang,1.44165,103.82416,Private room,205,92,0,,,5,365,0,
10302387,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,33871191,Aj,Central Region,Geylang,1.31226,103.88615,Shared room,43,92,0,,,1,365,0,
10321584,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,53114439,Vins,Central Region,Geylang,1.31363,103.90559,Private room,130,92,0,,,1,0,0,
10399199,Condo in Singapore · ★4.94 · 2 bedrooms · 2 beds · 1 bath,20723834,Davenport,Central Region,Singapore River,1.29325,103.84212,Entire home/apt,246,92,68,2019-04-03,0.90,2,365,0,
10427701,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,Central Region,Outram,1.284,103.84346,Private room,69,92,2,2019-06-08,0.03,70,350,0,
10466406,Rental unit in Singapore · ★4.17 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31255,103.8603,Entire home/apt,246,92,6,2019-06-14,0.06,16,0,0,
10626378,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 private bath,11390076,Tryston,Central Region,Museum,1.29784,103.85038,Private room,78,93,14,2019-05-12,0.15,8,280,0,
10669564,Home in Singapore · 1 bedroom · 2 beds · 1 bath,48396836,Shawn,Central Region,Bukit Timah,1.33051,103.7949,Entire home/apt,388,92,1,2017-03-04,0.01,1,180,0,
10708117,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,44703717,Ivan,Central Region,Novena,1.32334,103.85306,Private room,50,92,0,,,1,0,0,
10718463,Loft in Singapore · ★4.89 · 1 bedroom · 1.5 baths,52896591,James,Central Region,Geylang,1.32927,103.90424,Entire home/apt,180,92,36,2019-10-11,0.39,1,265,0,
10813595,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,19611001,睿澜,Central Region,Bukit Timah,1.33916,103.77971,Private room,70,180,0,,,1,0,0,
10936529,Place to stay in 兀兰 · 1 bedroom · 1 bed · 0 baths,56702256,玉铃,North Region,Woodlands,1.44347,103.80081,Private room,30,365,0,,,1,0,0,
11071722,Hotel in Singapore · 1 bedroom · 1 bed · 1 shared bath,48996657,Ong,Central Region,Geylang,1.31106,103.88209,Private room,95,92,2,2018-07-17,0.02,1,365,0,
11126190,Townhouse in Singapore · 1 bedroom · 1 bed · 1 private bath,57815182,Home,North Region,Sembawang,1.44347,103.8235,Private room,205,92,0,,,4,0,0,
11127304,Townhouse in Singapore · 2 bedrooms · 1 bed · 1 bath,57815182,Home,North Region,Sembawang,1.44516,103.82145,Private room,116,92,1,2016-07-15,0.01,4,0,0,
11127543,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,57815182,Home,North Region,Sembawang,1.44412,103.82205,Private room,116,92,1,2017-06-30,0.01,4,0,0,
11128602,Rental unit in Singapore  · 3 bedrooms · 3 beds · 2.5 baths,57832356,Hwa Chiang,Central Region,Bishan,1.36628,103.83075,Entire home/apt,200,180,0,,,1,0,0,
11220676,Condo in Singapore · 1 bedroom · 3 beds · 2 baths,58166398,Byulee,Central Region,Orchard,1.30081,103.83598,Entire home/apt,786,92,0,,,1,0,0,
11262375,Rental unit in Singapore · ★3.80 · 1 bedroom · 8 beds,43228625,Gfourstation,Central Region,Rochor,1.30424,103.84876,Shared room,38,92,5,2019-07-15,0.06,14,265,0,
11325779,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,59156085,Wl,West Region,Bukit Batok,1.3466,103.75154,Private room,200,92,0,,,1,0,0,
11425553,Home in Singapore · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,60024674,Mike,Central Region,Novena,1.31688,103.84483,Private room,118,92,42,2021-09-20,0.46,2,266,0,
11465411,Rental unit in Singapore · ★4.56 · 1 bedroom · 2 beds · 1.5 shared baths,10756571,Jason,Central Region,Queenstown,1.30234,103.79982,Private room,77,92,40,2020-01-13,0.50,1,0,0,
11496278,Rental unit in West Coast · ★4.75 · 1 bedroom · 3 beds · 1 private bath,52494253,Liu,West Region,Choa Chu Kang,1.39857,103.74785,Private room,53,92,6,2017-04-26,0.07,1,0,0,
11544732,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,60916030,Yin,Central Region,Outram,1.28348,103.84135,Private room,7000,92,5,2017-12-12,0.06,1,0,0,
11581560,Rental unit in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 bath,61230299,Sky,Central Region,Downtown Core,1.28028,103.85184,Entire home/apt,386,92,10,2021-11-30,0.16,1,365,0,
11617126,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,45661681,Betty,Central Region,Novena,1.32152,103.84301,Private room,97,92,0,,,11,364,0,
11626258,Rental unit in Singapore · 2 bedrooms · 3 beds · 1 bath,15401676,Amber,Central Region,Marine Parade,1.3063,103.90294,Entire home/apt,119,180,0,,,1,0,0,
11660178,Bungalow in Singapore · ★4.83 · 1 bedroom · 2 beds · 1 private bath,24496358,Katherine,East Region,Bedok,1.32332,103.91659,Private room,200,92,6,2020-07-05,0.11,39,267,0,
11679272,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.32337,103.91468,Private room,180,92,0,,,39,318,0,
11679463,Home in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.32381,103.91678,Private room,170,92,8,2020-08-19,0.13,39,115,0,
11760026,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,34649530,Prim,Central Region,Queenstown,1.28783,103.80346,Private room,69,92,2,2021-04-03,0.03,5,72,0,
11863888,Home in Singapore · ★4.73 · 1 bedroom · 1 bed · 1 bath,7095710,Elise,Central Region,Outram,1.28215,103.84855,Entire home/apt,112,92,80,2023-04-30,0.89,11,251,1,
11865360,Rental unit in Singapore · ★4.54 · 1 bedroom · 1 bed · 1 bath,7095710,Elise,Central Region,Outram,1.28213,103.84852,Entire home/apt,93,92,102,2022-07-01,1.13,11,325,0,
11898518,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,63463126,Angel,Central Region,Downtown Core,1.28169,103.85168,Entire home/apt,238,100,0,,,1,0,0,
11980197,Rental unit in Singapore · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,63152849,Joey,North-East Region,Punggol,1.40088,103.91,Private room,66,92,71,2020-01-16,0.83,1,363,0,
11993987,Guesthouse in Singapore · ★4.15 · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.28135,103.78765,Private room,71,30,14,2023-05-07,0.18,52,365,1,S0399
11994937,Rental unit in Singapore · 1 bedroom · 16 beds · 8 shared baths,64134757,Seven,Central Region,Kallang,1.30909,103.85881,Shared room,3770,92,0,,,1,0,0,
12028422,Guesthouse in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.2814,103.78592,Private room,86,30,7,2019-11-08,0.08,52,111,0,S0399
12055849,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,64569568,Hamz,West Region,Jurong West,1.34425,103.69285,Private room,800,92,0,,,1,0,0,
12162272,Rental unit in Singapore · ★4.85 · 1 bedroom · 3 beds · 1 bath,65322694,Angelina,Central Region,Kallang,1.29896,103.86146,Entire home/apt,160,92,256,2023-06-05,2.91,1,0,1,
12178884,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,61187361,Prasath Kumar,West Region,Bukit Panjang,1.38397,103.77035,Private room,700,92,0,,,1,0,0,
12211385,Bed and breakfast in Singapore · ★4.26 · 1 bedroom · 12 beds · 8 shared baths,65679130,Seven,Central Region,Kallang,1.31027,103.85642,Shared room,59,92,25,2020-02-04,0.28,15,144,0,
12211392,Bed and breakfast in Singapore · ★4.45 · 1 bedroom · 16 beds · 7 shared baths,65679130,Seven,Central Region,Rochor,1.31082,103.85366,Shared room,35,92,38,2019-01-13,0.42,15,144,0,
12213801,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Outram,1.28567,103.8416,Private room,39,92,1,2016-06-30,0.01,93,357,0,
12219588,Condo in Singapore · ★4.66 · 1 bedroom · 1 bed · 1 bath,65728823,Alex,Central Region,Geylang,1.32893,103.90497,Entire home/apt,97,92,65,2021-09-15,0.74,1,183,0,
12253611,Condo in Singapore · Studio · 1 bed · 1 bath,65974072,Mrs,North-East Region,Sengkang,1.38246,103.89146,Entire home/apt,90,365,0,,,1,0,0,
12317780,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,66443986,Andrew,West Region,Bukit Panjang,1.37772,103.77431,Private room,250,92,1,2016-07-13,0.01,1,358,0,
12345284,Place to stay in Singapore · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,35,92,92,2020-03-31,1.02,15,144,0,
12347038,Place to stay in Singapore · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,67,2019-07-17,0.75,15,144,0,
12366660,Place to stay in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,4,2020-01-08,0.05,15,144,0,
12366958,Place to stay in Singapore · ★4.42 · 1 bedroom · 10 beds · 4 shared baths,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,29,92,26,2020-02-08,0.29,15,144,0,
12367042,Place to stay in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,28,92,4,2020-01-21,0.05,15,144,0,
12367245,Hostel in Singapore · ★4.38 · 1 bedroom · 10 beds · 4 baths,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Hotel room,27,92,73,2022-05-28,0.83,15,144,0,
12367388,Hostel in Singapore · ★4.34 · 1 bedroom · 12 beds · 4 shared baths,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Hotel room,35,92,157,2020-02-21,1.75,15,144,0,
12367758,Place to stay in Singapore · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,144,0,
12367917,Place to stay in Singapore · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,144,0,
12368074,Place to stay in Singapore · 1 bedroom · 1 bed · 1 shared bath,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Shared room,59,92,0,,,15,144,0,
12434512,Boutique hotel in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.31248,103.79008,Private room,68,30,6,2022-10-05,0.07,52,282,1,S0399
12455215,Hostel in Singapore · ★4.67 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,Central Region,Kallang,1.3117,103.86028,Private room,80,1,33,2023-08-02,0.47,14,352,18,S0251
12484261,Rental unit in Singapore · ★4.84 · 2 bedrooms · 1 bed · 1 private bath,3234859,Sk,Central Region,Rochor,1.30249,103.86035,Private room,64,92,274,2021-03-13,3.39,2,0,0,
12556334,Townhouse in Singapore · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,East Region,Bedok,1.31693,103.91408,Private room,100,92,2,2021-10-26,0.05,36,357,0,
12583148,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,48377803,子隆,Central Region,Geylang,1.3138,103.88099,Private room,1300,92,0,,,1,0,0,
12702541,Condo in Singapore · ★4.69 · 1 bedroom · 1 bed · 1 bath,1901820,Patro,Central Region,Rochor,1.30409,103.8465,Entire home/apt,240,180,26,2017-02-22,0.30,1,106,0,
12710735,Condo in Singapore · ★4.60 · 2 bedrooms · 2 beds · 2 baths,67901691,Jauhara,North Region,Woodlands,1.43508,103.79711,Entire home/apt,190,92,15,2018-06-02,0.17,1,0,0,
12738797,Serviced apartment in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 bath,84411185,Darren,Central Region,Southern Islands,1.24854,103.82472,Entire home/apt,765,92,5,2017-07-09,0.06,2,358,0,
12738896,Rental unit in Singapore · ★4.0 · 2 bedrooms · 1 bed · 1 private bath,22554193,Eve,North-East Region,Ang Mo Kio,1.36741,103.85285,Private room,79,180,7,2020-06-01,0.08,2,0,0,
12801097,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,45661681,Betty,Central Region,Downtown Core,1.28038,103.85395,Entire home/apt,192,92,2,2016-09-02,0.02,11,364,0,
12815967,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,69904125,雅琪,Central Region,Geylang,1.3157,103.88303,Shared room,450,92,0,,,1,0,0,
12904788,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30902,103.86162,Private room,49,92,2,2017-08-26,0.03,70,326,0,
12975156,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Kallang,1.31157,103.85749,Private room,59,92,3,2017-06-11,0.03,93,357,0,
12975736,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,Central Region,Kallang,1.31289,103.85555,Private room,45,92,2,2019-12-08,0.04,70,357,0,
13049120,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,33342825,Steve,Central Region,Geylang,1.31846,103.89153,Entire home/apt,330,1,9,2022-12-08,0.10,7,365,2,L10101
13183241,Bungalow in Singapore · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,24496358,Katherine,East Region,Bedok,1.32552,103.91456,Private room,160,92,3,2019-10-31,0.04,39,346,0,
13243736,Condo in Singapore · ★4.72 · 2 bedrooms · 2 beds · 2.5 baths,5092893,Sam,Central Region,Bishan,1.35725,103.828,Entire home/apt,250,92,49,2020-02-06,0.59,3,364,0,
13254555,Condo in Singapore · ★4.43 · 1 bedroom · 1 bed · 2 baths,25753591,S,Central Region,Bukit Merah,1.2877,103.82903,Private room,132,92,7,2018-01-01,0.09,2,0,0,
13274269,Hostel in Singapore · ★4.44 · 1 bedroom · 13 beds · 4 baths,17526618,Royal,Central Region,Outram,1.28499,103.843,Hotel room,31,92,16,2020-01-28,0.18,5,365,0,
13274598,Hostel in Singapore · ★4.41 · 1 bedroom · 13 beds · 4 baths,17526618,Royal,Central Region,Outram,1.28379,103.84399,Hotel room,31,92,17,2020-03-02,0.19,5,365,0,
13283938,Rental unit in Singapore · ★4.75 · 1 bedroom · 4 beds · 1.5 baths,772728,Sunrise,Central Region,Geylang,1.31398,103.87973,Entire home/apt,388,92,65,2019-03-17,0.73,2,364,0,
13286282,Condo in Singapore · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,60720370,Gine,West Region,Jurong West,1.34373,103.72095,Private room,50,92,51,2022-03-05,0.58,1,89,0,
13317120,Boutique hotel in Singapore · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.28073,103.78544,Private room,111,1,9,2023-07-16,0.10,52,327,1,S0399
13335962,Place to stay in Singapore · ★2.33 · 1 bedroom · 1 bed · 1 private bath,74249089,W.,Central Region,Rochor,1.30429,103.85937,Private room,80,92,3,2017-05-21,0.03,4,0,0,
13336054,Place to stay in Singapore · 1 bedroom · 1 bed · 1 private bath,74249089,W.,Central Region,Rochor,1.30442,103.8593,Private room,90,92,2,2018-10-26,0.02,4,0,0,
13336111,Place to stay in Singapore · 1 bedroom · 1 bed · 1 private bath,74249089,W.,Central Region,Rochor,1.30242,103.86078,Private room,100,92,1,2016-07-22,0.01,4,0,0,
13336133,Place to stay in Singapore · 1 bedroom · 2 beds · 1 private bath,74249089,W.,Central Region,Rochor,1.30427,103.85904,Private room,140,92,2,2022-01-01,0.03,4,0,0,
13396802,Boutique hotel in Singapore · ★4.73 · 1 bedroom · 6 beds · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.28049,103.78534,Private room,215,1,16,2023-09-16,0.18,52,324,8,S0399
13454638,Rental unit in Singapore · ★4.29 · 3 bedrooms · 3 beds · 2.5 baths,3621802,Ruchi,Central Region,Bukit Merah,1.29265,103.81667,Entire home/apt,200,92,7,2018-12-23,0.08,1,0,0,
13468399,Condo in Singapore · ★4.50 · 2 bedrooms · 2 beds · 2 baths,77033921,Armanadurni,North Region,Woodlands,1.42998,103.78534,Entire home/apt,400,92,6,2017-07-07,0.07,1,0,0,
13540021,Place to stay in Singapore · 1 bedroom · 1 bed · 1 bath,51503267,Gloria,West Region,Jurong West,1.33906,103.70071,Private room,100,180,0,,,2,0,0,
13556435,Rental unit in Singapore · ★4.73 · 1 bedroom · 1 bed · 1 private bath,78080643,Carrie,North Region,Woodlands,1.42711,103.77369,Private room,60,92,33,2018-10-21,0.40,2,265,0,
13559548,Rental unit in Singapore · ★4.71 · 1 bedroom · 2 beds,78080643,Carrie,North Region,Woodlands,1.42764,103.77402,Private room,42,92,8,2019-09-07,0.09,2,265,0,
13566223,Condo in Singapore · ★5.0 · 2 bedrooms · 2 beds · 2 shared baths,21386653,Nikki,North-East Region,Hougang,1.36864,103.8967,Private room,80,100,11,2017-09-14,0.13,1,0,0,
16964241,Hostel in Singapore · ★4.32 · 1 bedroom · 10 beds · 6 shared baths,100353323,Royal,Central Region,Outram,1.28299,103.84457,Hotel room,31,92,36,2019-11-23,0.45,6,365,0,
13607907,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,19385970,Li,Central Region,Queenstown,1.2932534,103.8111746,Private room,80,92,0,,,1,364,0,
13642646,Rental unit in Singapore · ★4.68 · 1 bedroom · 1 bed · 1 bath,65526303,Js,Central Region,Queenstown,1.30296,103.78559,Private room,57,180,20,2017-07-25,0.23,1,0,0,
13659860,Loft in Singapore · 1 bedroom · 1 bed · 1 bath,10802615,Fendi,Central Region,Downtown Core,1.27872,103.84696,Entire home/apt,180,92,0,,,3,266,0,
13703898,Rental unit in Singapore · ★4.67 · 2 bedrooms · 2 beds · 1.5 shared baths,9453430,Melissa,East Region,Pasir Ris,1.37173,103.94855,Private room,68,92,59,2021-06-01,0.77,1,365,0,
13717530,Rental unit in Singapore · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,56683818,Alexander,West Region,Jurong West,1.34401,103.70107,Private room,168,92,24,2019-07-24,0.40,1,365,0,
13756029,Home in Singapore · 1 bedroom · 1 bed · 1 bath,76690273,光雄 Terence,West Region,Western Water Catchment,1.40472,103.6637,Entire home/apt,40,180,2,2016-07-07,0.02,1,0,0,
13809823,Rental unit in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 bath,1170341,Jenny,Central Region,Tanglin,1.2943,103.8296,Private room,137,92,20,2023-01-07,0.24,3,144,1,
13817559,Rental unit in Singapore · ★4.57 · 1 bedroom · 1 bed · 1 private bath,13204738,Stacie,Central Region,Toa Payoh,1.33084,103.87517,Private room,55,180,7,2018-06-28,0.09,1,363,0,
13834039,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,Central Region,Bukit Timah,1.31244,103.79747,Private room,74,92,0,,,17,364,0,
13875517,Condo in Singapore · 2 bedrooms · 2 beds · 2.5 baths,65549406,Jay,East Region,Tampines,1.34048,103.9519,Entire home/apt,100,92,0,,,2,231,0,
13952292,Home in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.32833,103.91588,Private room,140,92,5,2021-12-24,0.07,39,0,0,
13965663,Townhouse in Singapore · ★4.42 · 1 bedroom · 4 beds · 1 shared bath,46515276,Ark,Central Region,Kallang,1.31124,103.87213,Private room,85,365,12,2019-12-30,0.14,12,312,0,
13967760,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,East Region,Bedok,1.32522,103.91497,Private room,180,92,1,2021-05-06,0.03,36,318,0,
14020127,Rental unit in Singapore · ★4.12 · 3 bedrooms · 3 beds · 3 baths,83878917,Elaine,East Region,Bedok,1.31756,103.91084,Entire home/apt,182,92,18,2018-01-02,0.21,1,275,0,
14029416,Rental unit in Singapore · 1 bedroom · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.31233,103.86331,Private room,39,92,1,2016-09-03,0.01,93,357,0,
14094341,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84635959,Alocassia,Central Region,Tanglin,1.31889,103.82806,Entire home/apt,180,92,1,2017-11-22,0.01,1,0,0,
14099732,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,84863690,Gurbak,East Region,Tampines,1.32683,103.95444,Private room,60,92,3,2017-07-14,0.03,1,265,0,
14131949,Home in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,77077626,Markus,North-East Region,Serangoon,1.36464,103.86352,Private room,148,92,15,2020-06-21,0.20,3,365,0,
14157765,Rental unit in Singapore · 1 bedroom · 2 beds · 1 shared bath,27888612,Immanuel,West Region,Western Water Catchment,1.38534,103.73865,Private room,20,183,0,,,1,0,0,
14158971,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.32547,103.91505,Private room,130,92,0,,,39,246,0,
14196212,Rental unit in Singapore · 3 bedrooms · 4 beds · 3 baths,10802615,Fendi,Central Region,Downtown Core,1.275,103.84334,Entire home/apt,385,92,0,,,3,358,0,
14211027,Rental unit in Singapore · ★4.84 · 3 bedrooms · 4 beds · 2 baths,86278590,Nicolas,Central Region,Tanglin,1.29488,103.8305,Entire home/apt,1000,92,46,2018-07-10,0.53,1,0,0,
14213091,Rental unit in Singapore · 4 bedrooms · 4 beds · 4 baths,10802615,Fendi,Central Region,Downtown Core,1.27526,103.84462,Entire home/apt,680,92,0,,,3,358,0,
14226426,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84590945,Syafiqah,Central Region,Downtown Core,1.28341,103.85075,Entire home/apt,5214,1,2,2022-01-01,0.03,4,0,0,M0042
14226658,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,84590945,Syafiqah,Central Region,Downtown Core,1.28146,103.85122,Entire home/apt,6313,1,1,2017-02-27,0.01,4,0,0,M0042
14245740,Rental unit in Singapore · ★4.82 · 2 bedrooms · 3 beds · 2 baths,22875236,Beat,North-East Region,Punggol,1.39178,103.91181,Entire home/apt,170,92,154,2022-05-07,1.85,2,0,0,Authorised Serviced Apartment
14289091,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 bath,87219452,Michael,East Region,Pasir Ris,1.3762,103.96172,Entire home/apt,7286,92,5,2018-09-29,0.06,1,0,0,
14315372,Tiny home in Singapore · ★4.76 · 3 beds · 1 bath,220368734,Ang,North-East Region,Hougang,1.36983,103.8944,Entire home/apt,110,92,22,2021-06-21,0.25,1,353,0,
14324619,Home in Singapore · 1 bedroom · 1 bed · Half-bath,63355544,Ghanesh,North-East Region,Punggol,1.39413,103.91371,Private room,22,180,0,,,1,365,0,
14332483,Hostel in Singapore · ★4.10 · 1 bedroom · 6 beds · 7 shared baths,87731750,Gap Year,Central Region,Kallang,1.31586,103.86049,Shared room,24,1,33,2019-08-17,0.38,8,0,0,S0250
14341511,Rental unit in Singapore · ★4.89 · 1 bedroom · 2 beds · 1 bath,7609000,Jay,North-East Region,Hougang,1.35593,103.88742,Entire home/apt,500,92,9,2017-04-07,0.11,1,0,0,
14407337,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Outram,1.28382,103.84339,Private room,39,92,1,2017-09-10,0.01,93,357,0,
14435012,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,Central Region,Bukit Timah,1.31284,103.79736,Private room,64,92,5,2022-01-31,0.07,17,365,0,
14489603,Hostel in Singapore · ★4.51 · 1 bedroom · 20 beds · 7 shared baths,87731750,Gap Year,Central Region,Kallang,1.31626,103.86002,Shared room,30,1,60,2019-05-06,0.69,8,0,0,S0250
14530157,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,3162951,Nicolas,Central Region,Geylang,1.3147,103.89289,Entire home/apt,89,365,9,2020-01-02,0.11,1,0,0,
14558461,Bungalow in Singapore · 1 bedroom · 2 beds · 1 shared bath,24496358,Katherine,East Region,Bedok,1.32405,103.91679,Private room,170,92,1,2022-11-21,0.10,39,231,1,
